janela,neg_inicio,neg_fim,ativo1,ativo2,direcao,rank,ssd,beta,sigma,stat,n_trades,n_fechados,n_forcados,retorno_total
2021-03_a_2022-02,2022-03,2022-08,K,WEC,A~B,12,0.2880144746046653,0.5591741832262891,0.0283077900179611,-3.877408511400322,2,1,1,0.024547382692347165
2021-03_a_2022-02,2022-03,2022-08,CSX,VMC,B~A,13,0.30467144279487,0.9542855329331162,0.031488712241939,-3.9726238845130415,1,0,1,0.020339274039950853
2021-03_a_2022-02,2022-03,2022-08,WHR,FBHS,A~B,14,0.3078499777593606,0.8449796806375259,0.0289047922020343,-3.621031936674484,2,1,1,0.044349290139184684
2021-03_a_2022-02,2022-03,2022-08,TXN,FTV,B~A,15,0.314071758842374,0.7709328763561358,0.0336574978641385,-3.534226702755419,1,0,1,0.029623252863563043
2021-03_a_2022-02,2022-03,2022-08,TROW,XYL,A~B,16,0.3152991224020525,1.0398980813335594,0.0315053206876557,-4.379215936968227,2,1,1,-0.0011546623583162906
2021-03_a_2022-02,2022-03,2022-08,EMR,BSX,A~B,17,0.3164488030073471,0.6871494316531265,0.0309352194018636,-3.954171262235511,3,2,1,0.14999357691679044
2021-03_a_2022-02,2022-03,2022-08,K,CMS,A~B,18,0.3172415153792371,0.538487850033875,0.0272430081208552,-4.213396545732512,2,1,1,0.031265003058454394
2021-03_a_2022-02,2022-03,2022-08,FE,BRK.B,A~B,19,0.3244360991017174,1.0416832571260708,0.0299147106397922,-3.661222535931646,3,2,1,0.07898384036528931
2021-03_a_2022-02,2022-03,2022-08,TJX,HAS,B~A,20,0.3352109251345609,0.5103848282998809,0.0269606545756172,-5.122561152070275,3,2,1,0.11531209544814996
2021-04_a_2022-03,2022-04,2022-09,DTE,CMS,B~A,1,0.0786597979694079,0.9259836423202712,0.0146386271267505,-4.017741176327563,1,0,1,-0.0291504174135705
2021-04_a_2022-03,2022-04,2022-09,D,CMS,A~B,2,0.1009109352687573,0.864799890490688,0.0177638973479635,-3.526759321721538,1,1,0,0.035325303226956956
2021-04_a_2022-03,2022-04,2022-09,DOW,LYB,B~A,3,0.1023163800234669,1.011066363275679,0.0199641421993048,-3.91101112498556,2,1,1,0.0029225129061628344
2021-04_a_2022-03,2022-04,2022-09,AEP,DTE,A~B,4,0.1078290853831731,1.1179898299817224,0.0148560511657148,-4.753897835631766,2,1,1,0.04568945343315161
2021-04_a_2022-03,2022-04,2022-09,PEG,SO,A~B,5,0.1476753845330449,0.8755261911078049,0.0181245456636959,-3.867917975710196,1,0,1,-0.12325020452522008
2021-04_a_2022-03,2022-04,2022-09,MMC,RSG,A~B,6,0.2027967360996854,0.9436726109211288,0.0264666481035098,-4.404994478721835,2,1,1,-0.036400853017365356
2021-04_a_2022-03,2022-04,2022-09,PPL,AMCR,B~A,7,0.2508585630058633,0.5450942013413888,0.0245028383758861,-3.984280042772367,2,1,1,0.14401989496774933
2021-04_a_2022-03,2022-04,2022-09,FAST,LIN,B~A,8,0.2592987294071918,0.7801132377988294,0.02672530408583,-3.627161592485677,1,1,0,0.10243391815354196
2021-04_a_2022-03,2022-04,2022-09,TROW,XYL,A~B,9,0.2604217575180882,0.9869104533169992,0.0319457756894113,-3.592138433985026,2,1,1,-0.09990040198922058
2021-04_a_2022-03,2022-04,2022-09,HSY,FE,B~A,10,0.2621927033222846,0.8222025151753316,0.0274168051240936,-3.653212895738797,3,2,1,-0.03460592172991106
2021-04_a_2022-03,2022-04,2022-09,CNP,FE,A~B,11,0.2690240329618518,0.8759944184200871,0.0289085250157105,-3.5535257022737583,1,0,1,-0.06950966782452384
2021-04_a_2022-03,2022-04,2022-09,ETR,AEE,A~B,12,0.2712532953798927,1.1526050417377924,0.0194820175317179,-4.470997092896605,2,2,0,0.08258368404840177
2021-04_a_2022-03,2022-04,2022-09,FITB,ZION,A~B,13,0.2941820610142258,0.8449909293733153,0.026316513500043,-3.592438656995684,1,0,1,-0.05964422682581059
2021-04_a_2022-03,2022-04,2022-09,K,AMCR,A~B,14,0.3001783013481827,0.2652054373957767,0.0241655730944607,-4.008564089747074,1,0,1,-0.09481347465267462
2021-04_a_2022-03,2022-04,2022-09,GPC,NTRS,B~A,15,0.3018272758041576,0.9059725990310992,0.0338917184909041,-4.529749618729609,1,0,1,-0.3669609786822148
2021-04_a_2022-03,2022-04,2022-09,SYK,COO,A~B,16,0.3030156842860378,0.6332013665741926,0.0195445409472305,-5.361414064409611,3,3,0,0.16625775235872803
2021-04_a_2022-03,2022-04,2022-09,MSFT,TMO,A~B,17,0.3135974183356893,0.8542561036143168,0.0289788292384851,-4.928213067958378,2,1,1,-0.00642549602389024
2021-04_a_2022-03,2022-04,2022-09,BAC,PNC,B~A,18,0.3169395997593938,0.7727024813260319,0.0213469552287535,-3.7787629479634055,1,1,0,0.053564007247583784
2021-04_a_2022-03,2022-04,2022-09,IR,EXPD,B~A,19,0.3189411283948402,0.846494875059741,0.0316041355309796,-3.906365961185542,3,2,1,0.16122003627106163
2021-04_a_2022-03,2022-04,2022-09,TT,EXPD,B~A,20,0.3189415274355269,0.8464948288181589,0.0316041309006626,-3.90636892531064,3,2,1,0.16121994420026345
2021-05_a_2022-04,2022-05,2022-10,AEP,DTE,B~A,1,0.0717119725771908,0.8777619168047748,0.0133927689133733,-4.494529985903095,1,0,1,-0.027988582581601865
2021-05_a_2022-04,2022-05,2022-10,PEG,SO,A~B,2,0.1033998128118582,0.860749807484778,0.0172389596819046,-3.795263817610445,1,0,1,-0.09345848573429406
2021-05_a_2022-04,2022-05,2022-10,ETR,SO,A~B,3,0.1154333748439739,0.8813866312144776,0.0179028286598404,-4.135661931518294,1,0,1,0.029837241301181625
2021-05_a_2022-04,2022-05,2022-10,SO,AEE,B~A,4,0.1351939341161596,0.7362920465076598,0.0132158683861961,-3.81647129667809,1,0,1,-0.027480023910976512
2021-05_a_2022-04,2022-05,2022-10,ITW,PH,B~A,5,0.1532298090041877,0.8080244768740426,0.0224951867420699,-4.322535675069283,3,3,0,0.21084554437879038
2021-05_a_2022-04,2022-05,2022-10,JNJ,DUK,A~B,6,0.1599629778118014,0.7511505026587089,0.0170421663866716,-4.416993355573891,3,2,1,0.011867798183965075
2021-05_a_2022-04,2022-05,2022-10,DTE,CMS,B~A,7,0.1608723247345551,0.8917860152966235,0.0133890510298894,-4.2008126490454885,2,1,1,0.007960582934437722
2021-05_a_2022-04,2022-05,2022-10,ETR,AEE,A~B,8,0.163679623102098,1.156193164599531,0.0176662320328506,-4.695765884363875,2,1,1,0.021656574003055207
2021-05_a_2022-04,2022-05,2022-10,MMC,RSG,A~B,9,0.1789908490713969,0.904624095999674,0.024098629776447,-4.36347082944608,1,0,1,0.008922974252097413
2021-05_a_2022-04,2022-05,2022-10,ED,FE,B~A,10,0.1895270048760267,0.8358578125662406,0.0211835677552818,-3.7586258325538817,1,0,1,-0.075808735517407
2021-05_a_2022-04,2022-05,2022-10,DUK,AEE,A~B,11,0.1992183539898633,0.9110138900654664,0.0160486098257885,-3.560697058737723,2,1,1,0.02993290819254456
2021-05_a_2022-04,2022-05,2022-10,JNJ,LNT,B~A,12,0.2137606228523054,1.020223770779178,0.0210127630863912,-3.943734529054853,4,3,1,0.08500246296071848
2021-05_a_2022-04,2022-05,2022-10,ETR,CMS,A~B,13,0.2291728911470159,0.9926067416332454,0.022171155407725,-3.607352379739196,1,0,1,-0.046653652340025116
2021-05_a_2022-04,2022-05,2022-10,FE,BRK.B,B~A,14,0.2307189622329133,0.8802512899838737,0.0282659702884683,-3.621282064155152,1,1,0,0.05861039718625419
2021-05_a_2022-04,2022-05,2022-10,MCO,CPRT,A~B,15,0.2633007605943476,0.7974951817011893,0.0256508075291934,-3.997446296451927,1,0,1,-0.10063815668999641
2021-05_a_2022-04,2022-05,2022-10,PPL,AMCR,B~A,16,0.2729522095254424,0.4777838017490574,0.0244799257281613,-3.961394542044009,3,2,1,0.17559778425168923
2021-05_a_2022-04,2022-05,2022-10,DOW,LYB,B~A,17,0.2782557072650888,0.948636318627523,0.0200259361027,-4.500937289324857,1,0,1,0.015802503842287825
2021-05_a_2022-04,2022-05,2022-10,FE,NI,A~B,18,0.2868742855251867,0.8790884036078088,0.0222506113535949,-3.884552878511546,1,1,0,0.044188448569983135
2021-05_a_2022-04,2022-05,2022-10,KO,FE,A~B,19,0.3240610493596705,0.7363791995218762,0.0264543284769935,-3.708287795784442,2,1,1,0.008238859138453972
2021-05_a_2022-04,2022-05,2022-10,K,JNJ,A~B,20,0.3246503414894732,0.4626212765729955,0.0283464861213481,-4.491882832056118,1,0,1,-0.11468925056727627
2021-06_a_2022-05,2022-06,2022-11,DTE,CMS,B~A,1,0.0579248647165968,0.9310832712377612,0.0142015178389774,-3.871183564368526,1,1,0,0.028255993103126667
2021-06_a_2022-05,2022-06,2022-11,DUK,AEE,A~B,2,0.076927326880309,0.9133118816913796,0.0154397086438495,-3.449989431030941,2,1,1,0.021428911421705648
2021-06_a_2022-05,2022-06,2022-11,DOW,LYB,B~A,3,0.1192879860928997,0.945463192950135,0.0188223891154175,-4.662545181271003,1,0,1,-0.011656995430123024
2021-06_a_2022-05,2022-06,2022-11,D,PEG,B~A,4,0.1266532748892359,0.9885559072786636,0.0217155038545146,-3.593986097244714,2,1,1,-0.014195754938077985
2021-06_a_2022-05,2022-06,2022-11,ETR,AEE,A~B,5,0.1299815340486247,1.2111888406498523,0.0176954036054444,-5.032010459204098,2,1,1,0.03700044483210996
2021-06_a_2022-05,2022-06,2022-11,AEE,CMS,A~B,6,0.1381995079869966,0.8148046542644891,0.0138764779879275,-4.008937873101979,3,2,1,0.023288620230661628
2021-06_a_2022-05,2022-06,2022-11,ES,EVRG,A~B,7,0.1382587931743728,0.8994581830023093,0.0186403125724323,-3.769337685073119,2,1,1,0.05548248855097072
2021-06_a_2022-05,2022-06,2022-11,JNJ,WEC,A~B,8,0.1447691112763323,0.7166148614183724,0.017254763919447,-4.370067545435113,3,2,1,0.09773838803139388
2021-06_a_2022-05,2022-06,2022-11,ETR,SO,A~B,9,0.1527193754842528,0.8429569375301235,0.0192800009117163,-4.059142578719031,2,1,1,0.04323328059329518
2021-06_a_2022-05,2022-06,2022-11,JNJ,LNT,B~A,10,0.1709694782780388,0.8953240814035343,0.0222251830896863,-3.961631693903476,3,2,1,0.07255279366178773
2021-06_a_2022-05,2022-06,2022-11,NDAQ,SPGI,A~B,11,0.1782001262639596,1.0263144715479124,0.0262807392074047,-4.523016895080902,1,0,1,-0.21333026677581732
2021-06_a_2022-05,2022-06,2022-11,BAC,PNC,B~A,12,0.1795866456057524,0.7919413958650969,0.0194886704714176,-3.787654531896337,3,2,1,0.13614241578272648
2021-06_a_2022-05,2022-06,2022-11,D,DTE,A~B,13,0.1937248613112387,0.8268929479657883,0.016351120619459,-4.215531856689601,2,1,1,-0.1322896670328923
2021-06_a_2022-05,2022-06,2022-11,ITW,PH,B~A,14,0.2166433037922388,0.8607475408969345,0.0243453577981749,-3.948633568118431,2,2,0,0.11699461034099379
2021-06_a_2022-05,2022-06,2022-11,DUK,DTE,A~B,15,0.2321843394977349,0.7340587501778769,0.0149192403921427,-3.836739999140893,2,2,0,0.0647123611182177
2021-06_a_2022-05,2022-06,2022-11,JNJ,DUK,A~B,16,0.2436178512632523,0.7631097022376756,0.0163429196219546,-4.767617923304493,3,2,1,0.0561046662034522
2021-06_a_2022-05,2022-06,2022-11,ETR,CMS,A~B,17,0.2498917647985763,0.9969642307636424,0.0225064977131614,-3.897049975339394,1,0,1,-0.06284352239306223
2021-06_a_2022-05,2022-06,2022-11,MCD,FRT,A~B,18,0.2684784593740232,0.7312555052968167,0.0293954001500214,-3.602057091042944,1,0,1,-0.09999651243971719
2021-06_a_2022-05,2022-06,2022-11,MCO,CPRT,B~A,19,0.2693680464647059,1.0801233691620995,0.0305605188218559,-4.203899436049328,1,0,1,-0.08821076912693225
2021-06_a_2022-05,2022-06,2022-11,LUV,AAL,B~A,20,0.2694186606452717,1.1013556727869152,0.0313838386616091,-3.4992604688253564,1,1,0,0.15932303659794173
2021-07_a_2022-06,2022-07,2022-12,AEE,CMS,A~B,1,0.1158823577886778,0.8134267029167362,0.0143055512104093,-4.126889469592322,2,1,1,0.019847486931654328
2021-07_a_2022-06,2022-07,2022-12,ES,EVRG,A~B,2,0.1327176843821007,0.8666194400115372,0.0179663716756686,-3.778969608663113,3,3,0,0.12873572379306425
2021-07_a_2022-06,2022-07,2022-12,ETR,AEE,B~A,3,0.1408435307582749,0.7618271039081033,0.0154338872685547,-5.043177210070909,1,0,1,0.03553460245851861
2021-07_a_2022-06,2022-07,2022-12,AEP,DTE,B~A,4,0.1444396850115481,0.8449915861207906,0.014922278206048,-3.640932336942865,1,0,1,-0.03897028769307455
2021-07_a_2022-06,2022-07,2022-12,ETR,CMS,A~B,5,0.1598772904067118,1.0163769993351792,0.0212542623589624,-3.761143163884367,1,0,1,0.00860670893719276
2021-07_a_2022-06,2022-07,2022-12,XEL,JNJ,B~A,6,0.1877627488980806,0.68805092907818,0.0193401562600093,-4.000690794703608,3,2,1,0.11289628144580366
2021-07_a_2022-06,2022-07,2022-12,D,PEG,B~A,7,0.189851502762508,0.9563701668004212,0.0212715995897667,-3.428615982514065,2,1,1,-0.030131416829244407
2021-07_a_2022-06,2022-07,2022-12,MET,RE,B~A,8,0.1978505686646485,0.8334227108819052,0.0254662674638495,-3.729714016968251,6,5,1,0.30436922974727126
2021-07_a_2022-06,2022-07,2022-12,ETR,SO,A~B,9,0.2238429514706013,0.8330920252372618,0.020987226950005,-3.615225267975121,2,2,0,0.08506819612621633
2021-07_a_2022-06,2022-07,2022-12,DUK,AEE,B~A,10,0.2387085934204833,1.02786960768349,0.0167446996194326,-3.650842174200843,2,1,1,0.0425191338672119
2021-07_a_2022-06,2022-07,2022-12,MSFT,APH,A~B,11,0.2431995966846898,1.0310268304648358,0.0309600191647953,-3.759613018113859,1,0,1,-0.13460105020242044
2021-07_a_2022-06,2022-07,2022-12,MMC,WM,A~B,12,0.248111069098968,1.055201086190753,0.0285723007016003,-4.350091594074721,1,1,0,0.061730410078195345
2021-07_a_2022-06,2022-07,2022-12,EMR,BSX,B~A,13,0.2581249676320567,0.7975450860340341,0.0301336353788944,-4.254059327069601,2,1,1,0.08369481694124722
2021-07_a_2022-06,2022-07,2022-12,BAC,PNC,B~A,14,0.2605386806757224,0.7704105696101132,0.0201825278321513,-3.820656463288948,2,2,0,0.12650389350603852
2021-07_a_2022-06,2022-07,2022-12,D,L,B~A,15,0.2703552602094987,1.054811858698384,0.0311471285187986,-3.5333177114341283,3,2,1,0.02198518353224372
2021-07_a_2022-06,2022-07,2022-12,NKE,BLK,B~A,16,0.2767744977858228,0.9321431258744056,0.0318493122011367,-3.839425375418223,1,0,1,0.001364512480770701
2021-07_a_2022-06,2022-07,2022-12,DHR,AWK,B~A,17,0.2902156183711213,0.8105163422489203,0.0290039207084886,-4.2558957156202455,1,1,0,0.08941778842518096
2021-07_a_2022-06,2022-07,2022-12,SYK,COO,B~A,18,0.2949347682838379,1.1783809048003246,0.0304473021161261,-3.6570577269460816,1,0,1,-0.05420808882708213
2021-07_a_2022-06,2022-07,2022-12,DUK,DTE,A~B,19,0.2993334150147575,0.7054555962930025,0.0151021509615951,-3.582857784261991,1,1,0,0.027674631756591163
2021-07_a_2022-06,2022-07,2022-12,TAP,AMGN,B~A,20,0.3037594557496277,0.8319214637217566,0.0314316097627887,-3.8694908214134127,2,1,1,0.058647296531921474
2021-08_a_2022-07,2022-08,2023-01,XEL,DUK,B~A,1,0.0806773760733676,0.833347019177813,0.0143291450480667,-3.7012205488607353,1,0,1,0.014475014311597917
2021-08_a_2022-07,2022-08,2023-01,AEE,CMS,A~B,2,0.0942558076517343,0.7846684860999625,0.013604857406801,-3.916553576235991,2,1,1,0.04408097860829152
2021-08_a_2022-07,2022-08,2023-01,JNJ,DUK,A~B,3,0.1191235453397894,0.7939024409792158,0.0187770496645094,-4.098999582670735,2,2,0,0.1328702353032448
2021-08_a_2022-07,2022-08,2023-01,K,CPB,B~A,4,0.1906071893143917,1.0394014608521198,0.0219458141259008,-3.730292095337577,2,1,1,0.014121866610023591
2021-08_a_2022-07,2022-08,2023-01,XEL,JNJ,B~A,5,0.1970935276187901,0.6846564134786006,0.0194425412574573,-3.803446811817005,3,2,1,0.10858520028345343
2021-08_a_2022-07,2022-08,2023-01,AVY,FTV,A~B,6,0.2320225940724185,0.949695694979554,0.0265646455797227,-3.711054246085952,2,2,0,0.16143477353175406
2021-08_a_2022-07,2022-08,2023-01,ITW,PH,B~A,7,0.236764964242127,0.8665155699460453,0.024120311555224,-3.9220921719642954,2,2,0,0.11576750131699434
2021-08_a_2022-07,2022-08,2023-01,TRV,L,A~B,8,0.2544574340606687,0.9407079551692132,0.0274988098932508,-3.8598492271750833,1,0,1,-0.07021939603267281
2021-08_a_2022-07,2022-08,2023-01,JNJ,WEC,A~B,9,0.3025001639765605,0.6773602312431667,0.0186021556528026,-3.826943669115453,2,2,0,0.1259978838925217
2021-08_a_2022-07,2022-08,2023-01,NDAQ,SPGI,A~B,10,0.3056440585577888,0.9392836466344692,0.0271351009440959,-3.39931072423334,1,0,1,-0.011647921362916779
2021-08_a_2022-07,2022-08,2023-01,DHR,AWK,A~B,11,0.3084723611790423,1.0827938573032778,0.0318055441678784,-4.1039602737361545,2,2,0,0.16242155874779263
2021-08_a_2022-07,2022-08,2023-01,TJX,CDW,B~A,12,0.3229742567280595,0.8161139525113028,0.0303633475181762,-5.028352969673762,1,0,1,-0.027229693760493397
2021-08_a_2022-07,2022-08,2023-01,TEL,NXPI,B~A,13,0.3245518726191108,0.9833609248272318,0.0344912798935076,-4.118622039297211,1,1,0,0.13111899721426293
2021-08_a_2022-07,2022-08,2023-01,ETN,CDW,B~A,14,0.32660470293672,0.768557347570962,0.0305938334829871,-3.818586657763832,2,1,1,0.12296794778771777
2021-08_a_2022-07,2022-08,2023-01,VRSN,FFIV,A~B,15,0.3322520094405945,0.8559488075944253,0.0310319258563098,-3.7609608958795744,1,0,1,-0.21762548584619418
2021-08_a_2022-07,2022-08,2023-01,ORCL,NDAQ,A~B,16,0.3404645307954865,0.9392354170991258,0.033902498759132,-5.205121533342095,2,1,1,0.14048835111701038
2021-08_a_2022-07,2022-08,2023-01,ORCL,SPGI,A~B,17,0.3473423466998042,0.9109068586994626,0.0351020570445129,-4.227758825157866,1,0,1,-0.013771027949172655
2021-08_a_2022-07,2022-08,2023-01,MSFT,ACN,A~B,18,0.3546522689739504,0.785480686353236,0.0296131351454524,-3.752306001145704,1,0,1,0.07436159100063258
2021-08_a_2022-07,2022-08,2023-01,PNC,HBAN,B~A,19,0.3562413391153995,0.8732174582292653,0.0241500766740781,-5.073543230451644,1,0,1,-0.10414034650399542
2021-08_a_2022-07,2022-08,2023-01,PKI,LH,B~A,20,0.3588065514761069,0.7476730080306159,0.0290420451566656,-3.638662649857937,0,0,0,0.0
2021-09_a_2022-08,2022-09,2023-02,DUK,AEE,B~A,1,0.0537863791367954,0.987093577212806,0.013729334502111,-4.0294567916069655,1,1,0,0.04350821319517851
2021-09_a_2022-08,2022-09,2023-02,DUK,CMS,A~B,2,0.0930047695590019,0.8086586303235552,0.0123810412950972,-3.8659832670489513,2,2,0,0.06347241180218986
2021-09_a_2022-08,2022-09,2023-02,XEL,ETR,B~A,3,0.0975752294042422,0.9786560981335752,0.0192541529499525,-3.6832312132964953,2,2,0,0.14064673878215395
2021-09_a_2022-08,2022-09,2023-02,ETR,AEE,B~A,4,0.1081394173672833,0.8037543098845195,0.0134340743788221,-4.489012677203742,3,2,1,0.09395881730490196
2021-09_a_2022-08,2022-09,2023-02,D,CMS,A~B,5,0.1134787921001816,0.8503119713918412,0.0162474082119762,-3.599295549021494,1,0,1,-0.21782777177881218
2021-09_a_2022-08,2022-09,2023-02,ETR,CMS,A~B,6,0.1142941122168395,0.9843811518123028,0.0178046582849009,-3.883265709576237,2,1,1,0.06286476624384188
2021-09_a_2022-08,2022-09,2023-02,DUK,ETR,A~B,7,0.1338913009979023,0.7723682766792863,0.0169265040796669,-3.55570301817148,3,2,1,0.09228661662233777
2021-09_a_2022-08,2022-09,2023-02,K,CPB,B~A,8,0.1448591535940977,1.015517928946828,0.0218620886803322,-3.717048937196767,2,1,1,-0.03168807571039409
2021-09_a_2022-08,2022-09,2023-02,D,DTE,A~B,9,0.1531552185894042,0.7564566281562237,0.0166717775965298,-3.617313817673475,1,0,1,-0.2093845481433382
2021-09_a_2022-08,2022-09,2023-02,L,CB,B~A,10,0.1845716115903997,0.9307375789355948,0.0218450223209758,-3.890932815741594,1,0,1,-0.012480292303734743
2021-09_a_2022-08,2022-09,2023-02,VMC,AME,B~A,11,0.19012294466404,0.7634658187386378,0.0172464009116092,-6.117225502903998,1,0,1,-0.021046966401958415
2021-09_a_2022-08,2022-09,2023-02,LDOS,LHX,B~A,12,0.2177039783423424,0.8272181229058285,0.0263318573791203,-4.754622425597086,3,2,1,0.10493328402333232
2021-09_a_2022-08,2022-09,2023-02,BEN,TEL,A~B,13,0.2183627009735573,1.0614056268850038,0.0288496973682123,-4.885999347191375,2,1,1,0.08296937629792844
2021-09_a_2022-08,2022-09,2023-02,TXT,AME,A~B,14,0.2461707206410324,0.9010793127117156,0.0304021612458652,-3.7941550321862714,1,0,1,0.024370250774805473
2021-09_a_2022-08,2022-09,2023-02,MMC,CTAS,A~B,15,0.2543061530890327,0.6457415951824137,0.0215165840685168,-3.800320658466958,2,1,1,0.040505790854820256
2021-09_a_2022-08,2022-09,2023-02,DUK,DTE,A~B,16,0.25553731107766,0.7202500514160186,0.01262505127591,-3.896600479302192,2,2,0,0.058886283753830766
2021-09_a_2022-08,2022-09,2023-02,DHR,AWK,A~B,17,0.255685127136644,1.042014830555237,0.0307977279368283,-3.973600579429741,2,2,0,0.18945093575879474
2021-09_a_2022-08,2022-09,2023-02,EFX,ANSS,A~B,18,0.2565275790695978,0.8568286368364393,0.0239351398667753,-4.250875175613849,3,2,1,0.23833340518096183
2021-09_a_2022-08,2022-09,2023-02,TJX,CDW,B~A,19,0.2747141435086178,0.7896029967258047,0.027998391393342,-5.508193484875549,1,1,0,0.08945606322289447
2021-09_a_2022-08,2022-09,2023-02,AME,FRT,A~B,20,0.2798727297702612,0.805940852952288,0.0263328615296899,-3.5702327855869664,1,0,1,-0.08300522690886877
2021-10_a_2022-09,2022-10,2023-03,XEL,ETR,B~A,1,0.1534645935796561,1.0055569774508686,0.0194792001390534,-3.537572783052213,2,2,0,0.12824375706426072
2021-10_a_2022-09,2022-10,2023-03,MCD,CL,A~B,2,0.2043213011951365,0.7803339965538395,0.0256119783633599,-3.970597457388296,1,0,1,-0.08270720101885347
2021-10_a_2022-09,2022-10,2023-03,VMC,AME,B~A,3,0.2048685037734685,0.7731004470393015,0.0176637865443999,-6.317941447530596,1,0,1,-0.10738311801435356
2021-10_a_2022-09,2022-10,2023-03,DUK,CMS,A~B,4,0.2097524546660452,0.7920452540158469,0.0131762482274444,-3.657020441553223,3,2,1,0.07154880486155452
2021-10_a_2022-09,2022-10,2023-03,DUK,AEE,B~A,5,0.2116057066010626,1.020081218109039,0.016441589219252,-3.5491919446535656,2,1,1,0.02228361069215752
2021-10_a_2022-09,2022-10,2023-03,DAL,UAL,B~A,6,0.2400615468720843,0.9377229057910816,0.0277404023940866,-3.8656382091411774,2,1,1,0.07091918663442806
2021-10_a_2022-09,2022-10,2023-03,BEN,TEL,B~A,7,0.2631136411137049,0.8634693206559385,0.0278512566803385,-5.019251305386684,2,1,1,0.13601947812698909
2021-10_a_2022-09,2022-10,2023-03,GD,DTE,A~B,8,0.2666635616180883,0.911125590648074,0.0317281509829166,-3.5407412717654982,1,0,1,-0.07117566701017755
2021-10_a_2022-09,2022-10,2023-03,ROP,REG,B~A,9,0.2667560691210724,0.8772505874093022,0.0311498910103361,-4.1259667382554905,1,0,1,0.025845528563033036
2021-10_a_2022-09,2022-10,2023-03,AIG,PRU,A~B,10,0.2667564051560021,0.8802542799069817,0.0272551440924733,-3.7821109999765423,1,0,1,-0.028510904438674968
2021-10_a_2022-09,2022-10,2023-03,FRT,REG,B~A,11,0.2724206638553141,0.7509187881061863,0.0164817327655611,-3.652017041410263,1,1,0,0.04990673594412647
2021-10_a_2022-09,2022-10,2023-03,PHM,NVR,A~B,12,0.2737408267281012,0.9156362924118586,0.0237305538127948,-3.6508825325376297,2,1,1,0.028227817355637626
2021-10_a_2022-09,2022-10,2023-03,AVY,FTV,A~B,13,0.2771953888792495,0.8804247527918656,0.0243284235167497,-3.996182823288023,3,2,1,0.16284234781392226
2021-10_a_2022-09,2022-10,2023-03,PEP,STZ,A~B,14,0.2829383927369235,0.6482622858222279,0.0240886789478584,-3.866130684834167,1,0,1,-0.07084667161878282
2021-10_a_2022-09,2022-10,2023-03,NTAP,CBRE,A~B,15,0.2831919033112626,0.8840496260673548,0.0305276906643455,-4.388021494081555,2,2,0,0.215301062489937
2021-10_a_2022-09,2022-10,2023-03,BAC,STT,B~A,16,0.2854590520270221,1.1045908462881475,0.0269714630250158,-4.260908149780059,2,1,1,-0.16044658984487714
2021-10_a_2022-09,2022-10,2023-03,MS,HBAN,B~A,17,0.2895488563186177,0.8464167954158383,0.031187554202813,-4.547599569310432,3,2,1,0.21346371238736328
2021-10_a_2022-09,2022-10,2023-03,MMM,ALLE,B~A,18,0.2921597187938687,0.8550418754037694,0.0264834167278323,-4.096808850467639,1,0,1,-0.15993558227542473
2021-10_a_2022-09,2022-10,2023-03,BDX,MET,B~A,19,0.2937819050077905,0.9022162652201796,0.0335813617645919,-4.211532642317489,2,1,1,0.07676061046189665
2021-10_a_2022-09,2022-10,2023-03,ETR,AEE,B~A,20,0.3010400894040685,0.7856609667333709,0.0116926057914545,-5.25744747191027,3,3,0,0.10301911833539107
2021-11_a_2022-10,2022-11,2023-04,WM,RSG,B~A,1,0.0503642545646698,0.9701419877371138,0.0128346518070812,-4.128955401146801,3,2,1,0.08566640363355839
2021-11_a_2022-10,2022-11,2023-04,EIX,EVRG,A~B,2,0.1360735494665732,1.0667390617345949,0.0228506172151706,-4.092744919537946,1,0,1,-0.12330749644012973
2021-11_a_2022-10,2022-11,2023-04,AEP,CNP,B~A,3,0.1493412469042141,0.9290555700787492,0.022340213230228,-3.59596844696328,2,1,1,0.0474443898076119
2021-11_a_2022-10,2022-11,2023-04,DUK,AEE,B~A,4,0.1699144566837276,0.9166990747618946,0.0153724071866245,-3.652170941831659,2,1,1,0.015569847859564518
2021-11_a_2022-10,2022-11,2023-04,USB,NTRS,A~B,5,0.2092485355861981,0.913579477901524,0.0213950085161237,-4.130620704335877,3,2,1,0.17454672077701142
2021-11_a_2022-10,2022-11,2023-04,MLM,MTD,B~A,6,0.2193177636277141,1.0012091003207648,0.0289571026879107,-4.3537141753117625,1,0,1,-0.03095758753127755
2021-11_a_2022-10,2022-11,2023-04,FRT,REG,B~A,7,0.2194035664473403,0.7615698617786429,0.0165682918433979,-3.6140331854415626,2,1,1,0.053675007839335404
2021-11_a_2022-10,2022-11,2023-04,BAC,STT,B~A,8,0.2268183559168051,1.0640899332708718,0.0238857036552966,-4.142683171140081,1,0,1,-0.16952743138792395
2021-11_a_2022-10,2022-11,2023-04,CAG,PEP,B~A,9,0.2275067417590435,0.6120296327259,0.0230188016760027,-3.733161541219842,3,2,1,0.10474712807850976
2021-11_a_2022-10,2022-11,2023-04,TMO,AWK,A~B,10,0.2355347108467071,0.8160004161789515,0.0265848184674528,-4.406062372555524,4,4,0,0.3561089120151234
2021-11_a_2022-10,2022-11,2023-04,MSI,FDS,B~A,11,0.235786576368298,0.9283038127345478,0.0275445654558268,-3.4629394321641573,1,0,1,-0.11282097861128632
